NT_GER,QE_I01,QE_I04,QE_I05,QE_I08,QE_I09,QE_I15
51.8,Solteiro(a),Fundamental I,Fundamental I,B,E,Renda
36.9,Solteiro(a),Fundamental I,Fundamental II,A,E,Sem Cotas
46.7,Solteiro(a),Fundamental I,Fundamental I,B,E,Ensino Público
39.4,Casado(a),Médio,Médio,C,F,Ensino Público
38.7,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
44.7,Solteiro(a),Fundamental I,Superior,B,C,Renda
27.0,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
45.8,Casado(a),Médio,Pós-graduação,C,E,Sem Cotas
50.3,Solteiro(a),Fundamental II,Fundamental II,A,F,Sem Cotas
40.8,Solteiro(a),Superior,Fundamental I,B,E,Sem Cotas
53.0,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
32.7,Solteiro(a),Médio,Pós-graduação,D,B,Ensino Público
42.7,Divorciado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
64.1,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
47.4,Casado(a),Superior,Médio,A,E,Ensino Público
40.8,Solteiro(a),Fundamental I,Médio,B,B,Sem Cotas
28.2,Solteiro(a),Fundamental I,Nenhuma,A,D,Étnico-racial
30.5,Divorciado(a),Superior,Pós-graduação,A,B,Sem Cotas
64.1,Solteiro(a),Nenhuma,Fundamental I,B,E,Sem Cotas
49.3,Solteiro(a),Fundamental I,Médio,B,E,Ensino Público
28.5,Solteiro(a),Médio,Médio,B,D,Sem Cotas
66.7,Casado(a),Médio,Médio,E,E,Sem Cotas
47.8,Solteiro(a),Fundamental I,Médio,B,E,Ensino Público
39.7,Solteiro(a),Fundamental I,Fundamental I,B,C,Sem Cotas
47.7,Casado(a),Fundamental I,Fundamental I,B,D,Sem Cotas
54.4,Solteiro(a),Fundamental I,Fundamental II,B,C,Sem Cotas
46.5,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
22.4,Casado(a),Fundamental I,Fundamental I,B,D,Sim - ?
37.2,Casado(a),Médio,Fundamental I,B,C,Sem Cotas
37.5,Solteiro(a),Médio,Médio,A,D,Sem Cotas
42.2,Solteiro(a),Nenhuma,Pós-graduação,C,C,Sem Cotas
34.7,,,,,,
53.7,Casado(a),Fundamental I,Médio,B,E,Ensino Público
41.7,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
52.2,Solteiro(a),Médio,Médio,B,D,Sem Cotas
25.7,Solteiro(a),Médio,Médio,A,F,Ensino Público
57.9,Casado(a),Fundamental I,Fundamental II,A,D,Sem Cotas
50.5,Solteiro(a),Nenhuma,Nenhuma,A,C,Ensino Público
39.4,Solteiro(a),Médio,Fundamental II,B,E,Sem Cotas
36.4,Casado(a),Superior,Médio,C,E,Sem Cotas
49.7,Solteiro(a),Pós-graduação,Médio,C,D,Sem Cotas
62.7,Solteiro(a),Nenhuma,Fundamental I,B,C,Sem Cotas
32.7,Solteiro(a),Fundamental I,Fundamental I,C,E,Sim - ?
42.7,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
31.5,Casado(a),Fundamental II,Fundamental II,C,D,Sem Cotas
30.1,Solteiro(a),Fundamental I,Fundamental I,A,D,Sem Cotas
50.5,Casado(a),Fundamental II,Superior,C,E,Sem Cotas
35.4,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
27.8,Solteiro(a),Fundamental II,Fundamental I,B,E,Ensino Público
33.4,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
24.0,Solteiro(a),Fundamental I,Fundamental II,A,F,Ensino Público
39.7,Casado(a),Fundamental I,Fundamental I,A,A,Renda
16.0,,,,,,
40.8,Casado(a),Fundamental II,Fundamental II,A,C,Sem Cotas
35.5,Solteiro(a),Nenhuma,Fundamental II,B,E,Sem Cotas
35.7,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
57.1,Casado(a),Fundamental I,Fundamental I,B,C,Ensino Público
29.2,Solteiro(a),Médio,Superior,C,D,Sem Cotas
28.8,Solteiro(a),Médio,Fundamental II,B,E,Sem Cotas
33.3,Solteiro(a),Médio,Fundamental I,F,C,Sem Cotas
50.8,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
42.1,Solteiro(a),Nenhuma,Nenhuma,C,C,Sem Cotas
53.8,Solteiro(a),Fundamental I,Médio,A,F,Sem Cotas
57.5,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
62.1,Casado(a),Fundamental I,Fundamental II,D,D,Sem Cotas
35.9,Solteiro(a),Superior,Médio,A,E,Ensino Público
23.9,Casado(a),Fundamental I,Médio,A,F,Sem Cotas
54.4,Solteiro(a),Superior,Pós-graduação,B,C,Ensino Público
57.9,Solteiro(a),Nenhuma,Fundamental I,A,F,Sem Cotas
47.3,Solteiro(a),Nenhuma,Nenhuma,D,E,2 ou mais critérios
41.3,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
77.8,Solteiro(a),Superior,Superior,E,C,Sem Cotas
33.8,Solteiro(a),Médio,Médio,B,D,Sem Cotas
49.2,Solteiro(a),Fundamental I,Nenhuma,A,F,Sem Cotas
33.3,Divorciado(a),Médio,Fundamental I,A,C,Sem Cotas
34.4,Divorciado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
54.1,Solteiro(a),Nenhuma,Fundamental I,A,A,Renda
60.1,Casado(a),Nenhuma,Fundamental I,D,F,Sem Cotas
76.4,Solteiro(a),Fundamental II,Fundamental II,C,D,Ensino Público
48.8,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
48.5,Solteiro(a),Fundamental II,Médio,A,B,Ensino Público
37.8,Casado(a),Fundamental I,Médio,B,D,Sem Cotas
67.0,Casado(a),Médio,Pós-graduação,A,C,Sem Cotas
43.3,Solteiro(a),Nenhuma,Fundamental I,A,F,Ensino Público
29.1,Solteiro(a),Nenhuma,Superior,B,B,Sem Cotas
30.9,Solteiro(a),Fundamental I,Fundamental II,B,C,2 ou mais critérios
39.8,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
25.4,Solteiro(a),Fundamental I,Fundamental I,B,B,Sem Cotas
50.1,Solteiro(a),Fundamental II,Superior,A,B,Sem Cotas
48.9,Solteiro(a),Fundamental I,Fundamental I,B,D,2 ou mais critérios
53.1,Solteiro(a),Médio,Fundamental I,B,B,Sem Cotas
30.2,Solteiro(a),Médio,Médio,B,C,Sem Cotas
48.4,Divorciado(a),Superior,Fundamental II,C,C,Sem Cotas
24.1,Casado(a),Fundamental I,Fundamental I,C,F,Sem Cotas
28.5,Casado(a),Médio,Fundamental II,B,E,Sem Cotas
38.3,Casado(a),Fundamental I,Superior,B,C,Ensino Público
41.3,Divorciado(a),Fundamental I,Fundamental I,C,D,Sim - ?
53.1,Solteiro(a),Nenhuma,Médio,C,D,Ensino Público
54.8,Solteiro(a),Fundamental I,Médio,B,D,Sem Cotas
40.5,Solteiro(a),Médio,Fundamental I,B,E,Sem Cotas
36.8,Solteiro(a),Fundamental II,Fundamental I,B,E,Ensino Público
52.2,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
60.5,Solteiro(a),Superior,Superior,F,D,Sem Cotas
62.6,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
43.5,Solteiro(a),Fundamental I,Fundamental II,B,C,Sem Cotas
32.8,Solteiro(a),Médio,Superior,A,C,Sem Cotas
48.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
27.5,Solteiro(a),Fundamental I,Fundamental I,B,C,Sem Cotas
20.6,Casado(a),Superior,Médio,A,B,Sem Cotas
55.2,Solteiro(a),Fundamental I,Fundamental II,A,B,Ensino Público
43.1,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
23.4,Solteiro(a),Superior,Fundamental I,B,C,Sem Cotas
31.2,Solteiro(a),Fundamental I,Médio,B,D,Ensino Público
48.4,Solteiro(a),Médio,Superior,A,D,Ensino Público
45.5,Casado(a),Nenhuma,Fundamental I,A,B,Ensino Público
38.8,Solteiro(a),Fundamental I,Médio,B,C,Ensino Público
31.3,Casado(a),Médio,Médio,A,E,Sem Cotas
42.1,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
40.1,Outro,Nenhuma,Nenhuma,A,D,Ensino Público
53.2,Solteiro(a),Médio,Pós-graduação,E,B,Sem Cotas
37.3,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
38.3,Solteiro(a),Nenhuma,Fundamental I,C,B,Ensino Público
31.0,Solteiro(a),Médio,Médio,A,E,Sem Cotas
47.6,Casado(a),Fundamental II,Fundamental II,A,C,Sem Cotas
36.0,Solteiro(a),Fundamental I,Nenhuma,A,B,Sem Cotas
35.5,Casado(a),Fundamental II,Fundamental I,A,B,Sem Cotas
46.2,Solteiro(a),Nenhuma,Médio,B,B,Sem Cotas
45.2,Divorciado(a),Médio,Fundamental II,A,D,Ensino Público
38.2,Solteiro(a),Fundamental I,Fundamental I,B,C,Sim - ?
37.9,Casado(a),Nenhuma,Médio,C,E,Sem Cotas
43.0,,,,,,
49.9,Casado(a),Nenhuma,Nenhuma,A,F,Sem Cotas
32.7,Solteiro(a),Fundamental II,Médio,A,A,Renda
47.0,Solteiro(a),Fundamental I,Fundamental II,B,E,Ensino Público
34.3,Casado(a),Nenhuma,Nenhuma,A,B,Ensino Público
21.6,Solteiro(a),Fundamental II,Nenhuma,A,B,Sem Cotas
22.1,Solteiro(a),Fundamental I,Nenhuma,B,F,2 ou mais critérios
53.1,Solteiro(a),Superior,Médio,A,B,Sem Cotas
51.5,Solteiro(a),Fundamental II,Fundamental I,A,B,Sem Cotas
28.1,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
49.1,Solteiro(a),Médio,Fundamental II,C,B,Ensino Público
53.1,Solteiro(a),Superior,Fundamental I,A,B,Renda
61.9,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
46.2,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
61.0,Solteiro(a),Médio,Médio,B,C,Sem Cotas
77.5,Solteiro(a),Superior,Fundamental I,A,C,Sem Cotas
44.1,Solteiro(a),Superior,Nenhuma,A,D,Étnico-racial
49.6,Casado(a),Nenhuma,Nenhuma,B,C,Sem Cotas
53.6,Casado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
29.4,Solteiro(a),Nenhuma,Nenhuma,A,C,Sem Cotas
35.7,Solteiro(a),Nenhuma,Nenhuma,D,C,Sim - ?
37.6,Casado(a),Fundamental I,Médio,A,B,Sem Cotas
40.6,Solteiro(a),Médio,Superior,B,C,Sem Cotas
53.1,Solteiro(a),Médio,Pós-graduação,B,C,Sem Cotas
59.9,Solteiro(a),Fundamental II,Fundamental I,A,C,Sem Cotas
60.8,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
53.8,Solteiro(a),Fundamental I,Médio,B,E,Sem Cotas
35.7,Solteiro(a),Fundamental I,Superior,B,B,Sem Cotas
50.3,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
61.3,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
71.0,Casado(a),Nenhuma,Fundamental I,A,B,Sem Cotas
47.4,Casado(a),Fundamental I,Fundamental I,B,E,Ensino Público
48.1,Casado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
41.4,Solteiro(a),Fundamental I,Superior,B,B,Sem Cotas
28.8,Casado(a),Médio,Fundamental II,A,B,Sem Cotas
43.0,Casado(a),Nenhuma,Nenhuma,A,B,Ensino Público
52.3,Solteiro(a),Médio,Fundamental I,A,B,Ensino Público
46.9,Solteiro(a),Fundamental I,Fundamental I,A,C,Ensino Público
43.2,Solteiro(a),Nenhuma,Nenhuma,B,D,Sem Cotas
71.0,Solteiro(a),Fundamental I,Pós-graduação,A,B,Ensino Público
52.2,Casado(a),Fundamental I,Superior,B,C,Sem Cotas
59.6,Casado(a),Nenhuma,Fundamental I,B,A,Ensino Público
38.1,Casado(a),Fundamental I,Médio,B,E,Ensino Público
60.2,Casado(a),Nenhuma,Nenhuma,A,F,Ensino Público
55.9,Solteiro(a),Nenhuma,Superior,B,C,Sem Cotas
22.5,Casado(a),Fundamental I,Nenhuma,A,E,Sem Cotas
36.6,Solteiro(a),Superior,Fundamental II,A,C,Ensino Público
45.9,Solteiro(a),Fundamental II,Fundamental I,B,B,Sem Cotas
42.1,Solteiro(a),Médio,Médio,A,E,Sem Cotas
56.3,Solteiro(a),Fundamental I,Fundamental II,B,C,Ensino Público
30.4,Casado(a),Fundamental II,Fundamental II,E,C,Ensino Público
41.4,Solteiro(a),Fundamental I,Fundamental I,B,C,Ensino Público
55.3,Casado(a),Fundamental I,Médio,A,B,Sem Cotas
45.2,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
57.0,Solteiro(a),Fundamental II,Médio,B,E,Ensino Público
44.8,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
67.8,Outro,Nenhuma,Nenhuma,A,E,Renda
37.7,Solteiro(a),Nenhuma,Nenhuma,A,B,Sem Cotas
58.3,Casado(a),Fundamental II,Médio,C,D,Sem Cotas
59.7,Solteiro(a),Fundamental II,Nenhuma,A,F,Sem Cotas
56.7,Divorciado(a),Superior,Fundamental I,A,F,Sem Cotas
49.5,Solteiro(a),Fundamental II,Fundamental I,A,E,Sem Cotas
44.8,Casado(a),Superior,Médio,B,C,Ensino Público
45.2,Casado(a),Nenhuma,Fundamental I,B,E,Étnico-racial
71.1,Solteiro(a),Médio,Superior,E,C,Sem Cotas
31.5,,,,,,
65.8,Solteiro(a),Médio,Médio,B,A,Étnico-racial
57.5,Casado(a),Nenhuma,Médio,B,C,Ensino Público
65.6,Solteiro(a),Nenhuma,Fundamental I,A,F,Renda
66.3,Solteiro(a),Médio,Fundamental II,A,B,Étnico-racial
55.4,Solteiro(a),Fundamental II,Médio,B,B,Sem Cotas
26.9,Solteiro(a),Médio,Fundamental II,B,B,Sem Cotas
51.2,Casado(a),Fundamental I,Fundamental I,A,B,Renda
54.0,Outro,Fundamental I,Fundamental I,D,B,Sem Cotas
52.2,Solteiro(a),Médio,Fundamental I,A,B,Sem Cotas
49.2,Solteiro(a),Nenhuma,Nenhuma,A,D,Sem Cotas
54.6,,,,,,
28.3,Solteiro(a),Pós-graduação,Médio,C,C,Ensino Público
61.7,Divorciado(a),Fundamental I,Fundamental II,A,B,Sem Cotas
66.8,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
50.8,Solteiro(a),Fundamental I,Fundamental I,A,D,Étnico-racial
63.5,Casado(a),Fundamental I,Fundamental I,D,B,Sem Cotas
48.3,Viúvo(a),Fundamental I,Fundamental I,C,C,Sem Cotas
68.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
53.9,Solteiro(a),Médio,Fundamental I,A,C,Sem Cotas
35.4,Casado(a),Nenhuma,Superior,A,C,Renda
37.4,Casado(a),Fundamental I,Nenhuma,A,B,Sim - ?
37.0,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
54.3,Casado(a),Fundamental I,Superior,B,D,Ensino Público
41.7,Solteiro(a),Médio,Médio,C,B,Sem Cotas
37.4,Casado(a),Médio,Médio,A,B,Sem Cotas
37.4,Casado(a),Fundamental I,Fundamental I,B,D,Sem Cotas
32.1,Casado(a),Fundamental II,Fundamental I,A,C,Ensino Público
71.6,Casado(a),Médio,Médio,C,E,Sem Cotas
27.5,Casado(a),Nenhuma,Fundamental I,A,E,Sem Cotas
46.2,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
49.9,Solteiro(a),Superior,Fundamental I,A,E,Ensino Público
44.0,Solteiro(a),Fundamental I,Superior,C,B,Sem Cotas
57.6,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
61.2,Solteiro(a),Médio,Fundamental I,B,E,Sem Cotas
51.4,,,,,,
60.6,Divorciado(a),Fundamental I,Fundamental I,B,B,Renda
43.0,Solteiro(a),Fundamental I,Superior,B,E,Sem Cotas
49.8,Casado(a),Fundamental I,Médio,E,B,Sem Cotas
52.9,Solteiro(a),Fundamental II,Superior,A,B,Ensino Público
37.8,Outro,Fundamental I,Fundamental I,A,B,Sem Cotas
59.6,Solteiro(a),Fundamental I,Fundamental I,A,C,Ensino Público
65.0,Solteiro(a),Médio,Fundamental I,B,B,2 ou mais critérios
31.8,Solteiro(a),Nenhuma,Nenhuma,A,B,Ensino Público
65.2,Solteiro(a),Médio,Médio,A,B,Sem Cotas
57.0,Casado(a),Superior,Fundamental II,B,D,Ensino Público
39.5,Solteiro(a),Superior,Médio,B,B,Sem Cotas
57.8,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
53.4,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
70.0,Solteiro(a),Fundamental I,Fundamental I,A,E,Ensino Público
54.9,Solteiro(a),Médio,Fundamental II,B,D,Sem Cotas
62.5,Solteiro(a),Fundamental I,Nenhuma,B,D,Ensino Público
25.1,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
59.0,Solteiro(a),Fundamental I,Fundamental I,B,E,Ensino Público
34.8,Casado(a),Médio,Médio,C,E,Sem Cotas
41.9,Solteiro(a),Médio,Médio,A,C,Ensino Público
44.1,Casado(a),Pós-graduação,Pós-graduação,A,B,Sem Cotas
65.2,Solteiro(a),Fundamental II,Médio,A,B,Sem Cotas
52.7,Solteiro(a),Médio,Médio,C,B,Sem Cotas
46.1,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
56.5,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
47.1,Casado(a),Fundamental I,Fundamental I,C,C,Sem Cotas
25.7,Viúvo(a),Fundamental I,Fundamental I,B,D,Sem Cotas
47.0,Solteiro(a),Médio,Pós-graduação,C,C,Sem Cotas
21.0,Viúvo(a),Nenhuma,Fundamental I,B,F,Sim - ?
48.7,Casado(a),Fundamental I,Médio,B,F,Sim - ?
16.9,Solteiro(a),Fundamental I,Fundamental I,A,A,Renda
30.0,Casado(a),Nenhuma,Fundamental I,A,F,Sim - ?
34.0,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
23.0,Solteiro(a),Fundamental I,Superior,B,E,2 ou mais critérios
23.7,Casado(a),Fundamental I,Fundamental I,A,A,Sim - ?
40.6,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
35.2,Solteiro(a),Fundamental I,Fundamental I,A,C,Ensino Público
41.8,Casado(a),Fundamental I,Fundamental I,B,B,Sem Cotas
26.9,Solteiro(a),Médio,Fundamental I,A,E,Sim - ?
31.2,Casado(a),Nenhuma,Fundamental I,A,B,Sem Cotas
64.3,Casado(a),Fundamental I,Fundamental I,A,E,Sim - ?
51.2,Casado(a),Médio,Médio,A,F,Sem Cotas
25.1,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
13.8,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
35.0,Casado(a),Nenhuma,Fundamental I,B,E,Sem Cotas
23.7,Casado(a),Nenhuma,Nenhuma,A,F,Sim - ?
41.6,Casado(a),Nenhuma,Nenhuma,B,C,Sim - ?
29.8,Casado(a),Fundamental II,Médio,B,F,Sem Cotas
17.5,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
32.1,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
22.7,Casado(a),Fundamental I,Fundamental I,A,C,Sem Cotas
27.8,Casado(a),Médio,Fundamental I,A,B,Sem Cotas
20.5,Casado(a),Fundamental I,Médio,A,C,Sem Cotas
61.8,Outro,Fundamental I,Fundamental II,B,C,Sim - ?
55.9,Solteiro(a),Nenhuma,Médio,A,F,Sem Cotas
34.2,Solteiro(a),Nenhuma,Nenhuma,A,B,Sem Cotas
40.2,Solteiro(a),Nenhuma,Fundamental I,B,D,Sem Cotas
32.7,Solteiro(a),Nenhuma,Nenhuma,A,C,Ensino Público
30.2,Casado(a),Nenhuma,Nenhuma,A,C,Sim - ?
35.2,Casado(a),Nenhuma,Fundamental I,A,C,Sem Cotas
37.5,Viúvo(a),Fundamental I,Fundamental I,B,A,Sim - ?
48.4,Casado(a),Fundamental I,Fundamental I,C,E,Sim - ?
16.6,Outro,Fundamental II,Pós-graduação,B,F,Sem Cotas
22.0,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
64.4,Solteiro(a),Nenhuma,Fundamental II,B,E,Sim - ?
42.3,Outro,Fundamental I,Pós-graduação,B,C,Sim - ?
35.7,Casado(a),Nenhuma,Fundamental I,A,B,Sim - ?
38.0,Solteiro(a),Fundamental I,Fundamental I,B,E,Sim - ?
60.3,Viúvo(a),Fundamental I,Médio,B,F,Sem Cotas
46.4,Solteiro(a),Fundamental I,Fundamental I,B,E,Sim - ?
31.1,Solteiro(a),Nenhuma,Nenhuma,A,D,Sem Cotas
18.1,Solteiro(a),Nenhuma,Nenhuma,A,E,Sem Cotas
41.1,Casado(a),Médio,Médio,B,E,Sem Cotas
32.0,Casado(a),Médio,Médio,A,D,Sem Cotas
34.7,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
35.1,Casado(a),Fundamental I,Fundamental II,B,D,Sem Cotas
12.2,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
43.4,Casado(a),Fundamental I,Fundamental I,B,D,Sim - ?
53.1,Divorciado(a),Nenhuma,Fundamental I,A,F,Sim - ?
15.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
46.7,Casado(a),Nenhuma,Nenhuma,B,E,Sim - ?
26.9,Casado(a),Fundamental II,Fundamental I,A,A,Sem Cotas
33.5,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
28.7,Casado(a),Fundamental I,Superior,A,B,Sem Cotas
64.5,Solteiro(a),Fundamental I,Médio,B,C,Sem Cotas
24.4,Solteiro(a),Fundamental I,Fundamental I,A,E,Sim - ?
47.7,Casado(a),Fundamental I,Superior,A,A,Sim - ?
50.4,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
35.4,Solteiro(a),Nenhuma,Nenhuma,B,E,Sim - ?
64.5,Casado(a),Médio,Fundamental II,B,E,Sem Cotas
24.4,Solteiro(a),Fundamental I,Superior,A,B,Sem Cotas
22.3,Casado(a),Fundamental II,Médio,B,F,Sim - ?
53.8,Casado(a),Nenhuma,Médio,D,F,Sem Cotas
35.4,Casado(a),Nenhuma,Fundamental I,B,C,Sim - ?
42.0,Divorciado(a),Fundamental I,Superior,B,E,Sem Cotas
31.3,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
44.3,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
32.5,Casado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
49.5,Casado(a),Nenhuma,Fundamental I,C,E,Sim - ?
59.5,Casado(a),Nenhuma,Nenhuma,C,C,Sim - ?
18.1,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
21.1,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
11.6,Divorciado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
15.8,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
37.7,Casado(a),Nenhuma,Fundamental I,B,E,Sem Cotas
23.6,Casado(a),Fundamental I,Fundamental I,B,E,Sim - ?
31.1,Divorciado(a),Nenhuma,Fundamental I,A,E,Sim - ?
26.1,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
50.0,Solteiro(a),Nenhuma,Nenhuma,A,E,Sem Cotas
25.7,Divorciado(a),Fundamental I,Fundamental I,A,E,Sim - ?
30.6,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
25.5,Solteiro(a),Fundamental I,Médio,A,C,Sem Cotas
53.9,Solteiro(a),Médio,Médio,B,D,Sim - ?
74.3,Casado(a),Fundamental II,Fundamental I,E,E,Sem Cotas
46.4,Viúvo(a),Fundamental I,Nenhuma,B,E,Sim - ?
38.4,Casado(a),Fundamental I,Fundamental I,D,E,Sem Cotas
36.2,Casado(a),Nenhuma,Nenhuma,A,E,Sem Cotas
48.0,Casado(a),Nenhuma,Nenhuma,B,F,Sim - ?
20.6,Casado(a),Fundamental I,Fundamental I,D,E,Sim - ?
39.1,Casado(a),Nenhuma,Fundamental I,C,C,Ensino Público
20.5,Casado(a),Nenhuma,Nenhuma,C,C,Sem Cotas
58.9,Casado(a),Fundamental II,Médio,B,E,Sem Cotas
47.7,Casado(a),Fundamental I,Médio,D,D,Sem Cotas
29.8,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
63.2,Solteiro(a),Nenhuma,Fundamental I,C,C,Sem Cotas
27.6,Solteiro(a),Fundamental I,Nenhuma,C,F,Sem Cotas
40.0,Casado(a),Fundamental I,Fundamental I,B,E,Sim - ?
47.4,Casado(a),Fundamental I,Fundamental I,C,D,2 ou mais critérios
32.9,Casado(a),Nenhuma,Nenhuma,B,E,Sem Cotas
62.3,Solteiro(a),Médio,Superior,A,C,Sem Cotas
24.5,Casado(a),Nenhuma,Fundamental II,B,E,Sem Cotas
37.4,Outro,Nenhuma,Fundamental I,B,E,Sem Cotas
57.1,Casado(a),Nenhuma,Médio,C,D,Sim - ?
46.1,Casado(a),Fundamental I,Fundamental I,C,E,Sim - ?
29.1,Casado(a),Nenhuma,Nenhuma,A,E,Sem Cotas
22.0,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
27.6,Casado(a),Nenhuma,Nenhuma,A,E,Sim - ?
30.3,Casado(a),Nenhuma,Nenhuma,B,C,Sem Cotas
22.9,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
35.7,Casado(a),Fundamental I,Fundamental I,A,E,Ensino Público
56.5,Solteiro(a),Nenhuma,Fundamental I,A,A,Ensino Público
30.9,Casado(a),Fundamental I,Fundamental I,B,E,Sem Cotas
33.2,Solteiro(a),Nenhuma,Nenhuma,A,A,Étnico-racial
28.8,Casado(a),Fundamental I,Fundamental I,A,F,Étnico-racial
51.3,Casado(a),Nenhuma,Fundamental I,B,B,Sem Cotas
44.8,Solteiro(a),Fundamental I,Fundamental II,B,B,2 ou mais critérios
52.8,Divorciado(a),Fundamental I,Superior,A,D,Sem Cotas
59.1,Solteiro(a),Fundamental I,Médio,B,B,Sem Cotas
29.6,Solteiro(a),Fundamental II,Fundamental I,C,C,Sem Cotas
26.3,,,,,,
26.3,Casado(a),Médio,Médio,C,F,Sem Cotas
40.5,Solteiro(a),Nenhuma,Nenhuma,B,B,Sem Cotas
50.3,Solteiro(a),Nenhuma,Fundamental I,B,C,Sem Cotas
38.9,Solteiro(a),Nenhuma,Nenhuma,B,E,Sem Cotas
43.1,Casado(a),Médio,Fundamental II,B,D,Sem Cotas
71.2,Solteiro(a),Fundamental II,Médio,A,C,2 ou mais critérios
50.4,Solteiro(a),Fundamental II,Fundamental II,D,C,2 ou mais critérios
28.3,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
57.4,Casado(a),Fundamental II,Superior,A,E,Sem Cotas
39.1,Solteiro(a),Superior,Médio,A,B,2 ou mais critérios
34.1,Casado(a),Médio,Superior,A,F,Sem Cotas
33.7,Outro,Nenhuma,Fundamental II,A,E,Sem Cotas
28.5,,,,,,
28.5,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
44.9,Casado(a),Fundamental I,Nenhuma,A,F,Ensino Público
36.9,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
35.6,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
41.6,Solteiro(a),Fundamental I,Médio,B,A,Renda
60.3,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
